headline,entity,majority_label
"Adam Schiff: Remove Trump, Because He Didn’t Follow Talking Points",Trump,Negative
CA mayor unilaterally ends Pledge of Allegiance over ‘disdain for Trump’,Trump,Positive
"Branding Trump a Danger, Democrats Cap the Case for His Removal",Trump,Negative
Buttigieg Lands Black South Carolina Lawmaker's Endorsement,Buttigieg,Neutral
Elizabeth Warren Opens a New Front in Disability Policy,Warren,Positive
Trump?s moves to salvage North Korea nuclear talks amid threats from Pyongyang draw rebukes from Bolton and Biden ,Trump,Negative
Trump trolls Democrats with rally on eve of New Hampshire primary,Trump,Neutral
Pelosi Says She Prays Hard for Trump Because He Is So 'Off the Track',Trump,Negative
Bloomberg Embraces Stop and Frisk in Resurfaced 2015 Audio,Bloomberg,Neutral
Supreme Court allows Trump administration to proceed with ‘wealth test’ rules for immigrants,Trump,Positive
Power Up: Andrew Yang is still standing. That's how unpredictable the 2020 race has been.,Yang,Positive
‘Nothing Less Than a Civil War’: These White Voters on the Far Right See Doom Without Trump,Trump,Negative
Democratic Attorneys General Sue to Block Trump Food Stamp Cuts,Trump,Negative
"Yang, Who Created Buzz With Freedom Dividend, Ends 2020 Bid",Yang,Negative
"Biden holds wide lead among black voters in Democratic presidential race, Post-Ipsos poll finds",Biden,Positive
Trump to Propose $4.8 Trillion Budget With More Border Wall Funding,Trump,Neutral
"Trump attempts to pin some blame for missile attacks on Obama, outraging Democrats",Trump,Negative
Trump praises Rep. Stefanik after Yovanovitch hearing: ‘A new Republican star is born',Republicans,Positive
Byron York on more bad news for Joe Biden,Biden,Negative
Trump easily wins New Hampshire Republican primary,Trump,Positive
"The Finance 202: Trump claimed in the State of the Union address he rebooted a failing economy. The facts don't support him, but voters might.",Trump,Neutral
Pirro: This impeachment will be detrimental to the Democrats,Democrats,Negative
‘A little sedated’: Pelosi speculates Trump was drugged during SOTU,Trump,Negative
Trump unveils $4.8 trillion election year budget,Trump,Neutral
"Pentagon Rules Out Striking Iranian Cultural Sites, Contradicting Trump",Trump,Neutral
Meet the Trump Fan Accused of Registering Democrats as Republicans,Republicans,Negative
Democrats’ SALT Sleight-of-Hand,Democrats,Negative
Congressional Democrats mull continuing investigations of President Trump,Trump,Negative
Trump’s second-heaviest Twitter day mirrored the heaviest: Lots of feedback about things on TV,Trump,Negative
Hunting Conference With Beach Boys and Trump Jr. Draws Protests,Trump,Negative
D.C. Mayor Muriel Bowser endorses Mike Bloomberg for president,Bloomberg,Positive
Barr says Trump tweets make it 'impossible' to run DOJ,Trump,Negative
Trump Administration Limits New Yorkers' Access to Travel Passes,Trump,Neutral
Seven Days in January: How Trump Pushed U.S. and Iran to the Brink of War,Trump,Negative
"Sanders, Buttigieg and Klobuchar look to seize momentum from New Hampshire results",Klobuchar,Positive
The Trailer: Who's voting for Tom Steyer?,Steyer,Neutral
"John Bolton’s Account Upends Trump’s Denials, but Will It Upend Trump?",Trump,Neutral
"Sanders narrowly beats Buttigieg, Biden places 5th in New Hampshire primary",Sanders,Positive
Trump Budget Would Fray Social Safety Net,Trump,Negative
Media spotlight surging Klobuchar as Sanders wins New Hampshire,Sanders,Positive
"AP FACT CHECK: Trump, Dems and the State of Disunion",Trump,Neutral
Deval Patrick suspends presidential bid,Patrick,Neutral
"Deval Patrick, Last Black Candidate in 2020 Race, Drops Out",Patrick,Negative
The Daily 202: Ten reasons Bernie Sanders should celebrate winning New Hampshire – or feel cause for concern,Sanders,Neutral
Biden calls New Hampshire voter a 'lying dog-faced pony solider' when asked about his performance in the Iowa caucus,Biden,Negative
President Trump celebrates after Senate impeachment trial acquittal,Trump,Positive
Trump campaign dismisses claim that the president is 'scared' of Bernie Sanders,Sanders,Neutral
"Donald Trump, Iowa Caucus, Kirk Douglas: Your Thursday Briefing",Trump,Neutral
"Fox News voter analysis shows Biden, Buttigieg, Klobuchar, Sanders, Warren in the hunt",Sanders,Positive
Biden vows comeback after defeat in Iowa and New Hampshire,Biden,Positive
Rep. Tulsi Gabbard on importance of New Hampshire primary,Gabbard,Neutral
Can Michael Bloomberg Buy the Election? Democrats Think So,Democrats,Negative
Joe Walsh Ends Presidential Campaign Against Trump,Trump,Neutral
"Nevada Union Warns Members of Sanders, Warren Health Plans",Sanders,Negative
Lewandowski: Tonight is going to be a big night for Sanders and Buttigieg,Buttigieg,Positive
"The Finance 202: Trump claimed in the State of the Union address he rebooted a failing economy. The facts don't support him, but voters might.",Trump,Neutral
"Trump’s Russia-probe defense, led by Barr, is already moving on from Horowitz",Trump,Positive
Power Up: Elizabeth Warren and Bernie Sanders's private conversation sparks debate on sexism in politics,Warren,Negative
"Warren appears to agree with supporter that AIPAC is an 'unholy alliance' of 'Islamophobes,' 'white nationalists'",Warren,Neutral
Buttigieg reportedly adds audience applause to town hall clip,Buttigieg,Negative
Susan Collins says Trump will be ‘much more cautious’ after impeachment. The evidence suggests otherwise.,Trump,Negative
‘Where Is Kevin?’ McCarthy Finds a Place in the Trump Camp,Trump,Neutral
Twin Court Rulings Buoy Construction of Trump’s Border Wall,Trump,Neutral
America Has Had a Year to Learn How to Say Buttigieg. And Yet.,Buttigieg,Neutral
"Buttigieg Leads Sanders in Iowa Delegates, 13-12. So, Who Won?",Sanders,Neutral
Senator Hirono: Trump ‘Believes He Is King Now’ - ‘I Think Our Country Is in Great Danger’,Trump,Negative
Congress Wants to Force Trump’s Hand on Human Rights in China and Beyond,Trump,Neutral
Elizabeth Warren under fire for saying she accepted broke college student's 'last few dollars' for her campaign,Warren,Negative
Klobuchar Faces Tough Questioning in Case of Juvenile Lifer,Klobuchar,Negative
"Reps. Matt Gaetz, Hank Johnson spar over Hunter Biden addiction comments",Biden,Neutral
"In West Palm Beach, President Trump’s name has disappeared from the skyline",Trump,Negative
Will Democrats face a third-party problem--again? - The Washington Post,Democrats,Negative
Deroy Murdock: Iowa was disaster in Democratic Party's meltdown,Democratic Party,Negative
William P. Barr continues to prove that he’s precisely the attorney general President Trump was looking for,Trump,Neutral
Trump Unbound at White House Celebration of His Acquittal,Trump,Negative
Senate Democrats privately mull witness trade in impeachment trial: A Biden for Bolton - The Washington Post,Democrats,Negative
Sanders releases doctors' letters saying he's fit for presidency,Sanders,Positive
Is Sanders really the candidate Democrats can rally behind?,Sanders,Negative
"Buttigieg’s black-voter problem, by the numbers",Buttigieg,Negative
Trump Administration Awards Migrant Detention Contracts Days Before California Would Ban Them,Trump,Positive
Trump Largely Ignores Impeachment as He Rallies Young Conservatives,Trump,Negative
"Trump Celebrates Acquittal, and Denounces Democrats as ‘Vicious’",Trump,Positive
How Pete Buttigieg Became the Surprise of the Iowa Caucuses,Buttigieg,Positive
Schiff puts a fine point on the argument for removal: Trump will always put Trump first,Trump,Negative
Bill Barr draws Democrats' ire over Roger Stone case,Democrats,Neutral
"Whoever the Democrats nominate, it is not 1972 - The Washington Post",Democrats,Negative
Trump administration announces mandatory quarantines in response to coronavirus,Trump,Neutral
Buttigieg catches up with Sanders in New Hampshire due to polling surge,Sanders,Neutral
Bernie Sanders sparks a debate over socialism — and Trump is happy to engage,Sanders,Neutral
The Democrats’ Unserious Week,Democrats,Negative
WATCH: Democrat Pete Buttigieg Refuses To Disavow Infanticide,Buttigieg,Negative
Trump Administration Looking To Take Action Against Alexander Vindman,Trump,Neutral
Adam Schiff Warns Donald Trump Could Give Alaska to the Russians If Not Impeached,Trump,Negative
"Trump Lashes Out at Manchin, and He Pushes Back",Trump,Negative
Ex-Trump employees share stage with Biden to blast their former boss,Biden,Negative
Note-Passing and Power: Moderates Team Up at Trump Trial,Trump,Neutral
"WATCH: Bernie, Buttigieg, Biden Lash Out At Trump For Killing Top Terrorist Soleimani",Biden,Neutral
Will an 'outsider candidate' stand the best chance against President Trump in 2020?,Trump,Neutral
What the War Powers resolutions and Iran tell us about Trump supporters and presidential power,Trump,Neutral
Elizabeth Warren Has a Pete Buttigieg Problem,Warren,Negative
Steve Mnuchin Says He Will Listen to Greta Thunberg After She Gets an Economics Degree in College,Thunberg,Negative
Trump Was Impeached. Here’s a Recap of the Day.,Trump,Negative
How Trump’s Twitter obsessions have risen and fallen in the past decade,Trump,Negative
Trump is out for revenge -- after the GOP swore he didn’t threaten them,Trump,Negative
Yang: Our goal is to finish top 4 in New Hampshire,Yang,Neutral
Rivals Target Sanders in Final Push Toward Iowa Caucuses,Sanders,Neutral
The Cybersecurity 202: Congress peels back secrecy to review Trump hacking policy,Trump,Negative
Puerto Rico earthquakes pit Trump administration in another fight with Democrats over disaster funding,Trump,Negative
"Jill Biden says Lindsey Graham, once close with Joe, no longer a friend",Biden,Negative
Andrew McCarthy: Should Trump pardon Roger Stone? President should decide or keep quiet,Trump,Neutral
Judge Jeanine sounds off on Democrats' ongoing hatred of Trump,Trump,Negative
"Democratic Debate Recap: Gender, War and Taking on Trump",Trump,Negative
"At Rally, Trump Praises Van Drew for Leaving ‘Deranged’ Democratic Party",Trump,Negative
"Dan Crenshaw Rips Democrats’ ‘Cowardice,’ Says Congress ‘Must Come Out Of Hiding’",Democrats,Negative
Biden leaves New Hampshire early for South Carolina,Biden,Neutral
The Latest: Klobuchar Optimistic Before New Hampshire Vote,Klobuchar,Positive
Trump promised Zelensky a White House meeting. More than a dozen other leaders got one instead.,Trump,Negative
Joe Biden looks to rebound in New Hampshire after finishing fourth in Iowa caucuses,Biden,Positive
"In Months Before Trump Call, Ukraine Officials Sweated White House Pressure",Trump,Negative
Trump’s impeachment defense waves away his chief of staff’s admission of quid pro quo,Trump,Neutral
Democrats Want To Reverse Trump's Travel Bans Despite Coronavirus Spread,Democrats,Negative
McConnell and the ’Clinton impeachment trial rules’ for Trump,Trump,Neutral
Joe Biden takes aim at Pete Buttigieg after 'gut punch' in Iowa,Buttigieg,Neutral
Biden and Sanders Differ on Foreign Policy. They’re Happy to Tell You So.,Sanders,Neutral
Buttigieg Courts 'Future Former Republicans' to Expand Vote,Buttigieg,Neutral
Amy Klobuchar raises the heat in her rivalry with Pete Buttigieg,Klobuchar,Neutral
"Pete Buttigieg’s struggles and stumbles with black voters, explained",Buttigieg,Negative
"President Trump has made 15,413 false or misleading claims over 1,055 days",Trump,Negative
Mike Bloomberg Offers ’60 Million’ Latinos: $15 Per Hour Plus Mass Migration,Bloomberg,Positive
Tricky Trade-Offs for States in Trump's New Medicaid Offer,Trump,Neutral
GOP candidate Kimberly Klacik believes she can flip Elijah Cummings' Baltimore district,GOP,Positive
"Warren, Sanders, Biden, Yang, Klobuchar, Steyer, Buttigieg may skip next debate over Loyola Marymount labor dispute ",Warren,Negative
"The Health 202: President Trump, here’s a history of preexisting condition protections",Trump,Negative
Bloomberg Enjoys Armed Guards While Fighting to Disarm Americans,Bloomberg,Negative
"EXCLUSIVE: FEDS Leak Explosive Details of Players in Massive Clinton Global Heist Biden's Implicated in ""Organized crime at the highest level""",Biden,Negative
Trump to Meet With GOP Lawmakers Amid Fight Over Curtailing U.S. Spying Powers,GOP,Neutral
House Passes Coronavirus Relief After Democrats Strike Deal With White House,Democrats,Positive
Fewer Asylum Seekers Have Lawyers Under Trump Administration Policy,Trump,Negative
Trump lashes out at Democrats in cheering his acquittal as Pelosi declares him ‘impeached forever’ - The Washington Post,Democrats,Negative
Romney Says He Will Vote to Convict Trump,Trump,Negative
Trump rips Democrats on eve of likely impeachment - The Washington Post,Democrats,Negative
5 Takeaways From Trump’s Impeachment Trial,Trump,Neutral
Bloomberg and Trump Buy Super Bowl Ads at $10 Million Each,Bloomberg,Neutral
Tammy Bruce: Why February 2020 will be known as the month when Trump was reelected,Trump,Positive
Klobuchar Faces Tough Questioning in Case of Juvenile Lifer,Klobuchar,Negative
Christianity Today Editor Laments ‘Ethical Naïveté’ of Trump Backers,Trump,Negative
The Big Risk Warren Took on the Question of a Female President,Warren,Positive
